"","H","V","L","F","Tree","name","absPAR","absNIR","absTherm","totPs","netPs","totRf","totLE1","totLE2","totH"
"263",15,0.25,4.402,1.6,925,"H15_V0.25_L4.402_F1.6",158.083533333333,44.0981333333333,41.9521333333333,18.7187,17.4700666666667,1.2486,1949.43993333333,113.203166666667,132.567566666667
"264",15,0.25,4.402,1.75,925,"H15_V0.25_L4.402_F1.75",160.6176,44.6915333333333,41.6531666666667,18.8588333333333,17.6102,1.2486,1964.09793333333,114.1362,134.8716
"265",15,0.25,4.402,1.85,925,"H15_V0.25_L4.402_F1.85",160.9794,44.7843666666667,41.5972333333333,18.8776333333333,17.6290333333333,1.2486,1966.44233333333,114.2643,135.191733333333
"266",15,0.25,4.402,1.99,925,"H15_V0.25_L4.402_F1.99",160.988833333333,44.8351333333333,41.5076666666667,18.8784333333333,17.6298,1.2486,1968.2503,114.2701,135.1321
"267",15,0.25,5.485,0.01,1176,"H15_V0.25_L5.485_F0.01",26.6041666666667,15.0662333333333,59.3743,6.4562,5.2076,1.2486,803.095166666667,39.8335666666667,34.5134666666667
"268",15,0.25,5.485,0.15,1176,"H15_V0.25_L5.485_F0.15",29.2592,15.7977333333333,58.7585,6.88453333333333,5.63593333333333,1.2486,852.202633333333,42.3556333333333,35.3101
"269",15,0.25,5.485,0.25,1176,"H15_V0.25_L5.485_F0.25",32.5348666666667,16.6790333333333,58.0177333333333,7.4058,6.1572,1.2486,906.670333333333,45.4068666666667,36.5881333333333
"270",15,0.25,5.485,0.4,1176,"H15_V0.25_L5.485_F0.4",39.6393333333333,18.5899,56.2329,8.51726666666667,7.26866666666667,1.2486,1012.8026,51.8058,39.7869333333333
"271",15,0.25,5.485,0.5,1176,"H15_V0.25_L5.485_F0.5",44.7627666666667,19.8871333333333,55.0632,9.3015,8.05286666666667,1.2486,1082.3618,56.2488,42.3681666666667
"272",15,0.25,5.485,0.65,1176,"H15_V0.25_L5.485_F0.65",54.9721666666667,22.4494333333333,52.6125,10.7012333333333,9.4526,1.2486,1205.4736,64.1971666666667,48.1121666666667
"273",15,0.25,5.485,0.75,1176,"H15_V0.25_L5.485_F0.75",61.8028333333333,24.0430666666667,51.5706333333333,11.567,10.3184,1.2486,1282.9173,69.1208333333333,52.4242
"274",15,0.25,5.485,0.85,1176,"H15_V0.25_L5.485_F0.85",69.7426333333333,25.8530666666667,50.2924,12.4733666666667,11.2247666666667,1.2486,1360.46123333333,74.3099,57.8946333333333
"275",15,0.25,5.485,0.95,1176,"H15_V0.25_L5.485_F0.95",79.1886666666667,27.9485,48.9508,13.3663333333333,12.1177333333333,1.2486,1444.01893333333,79.5417,64.8542333333333
"276",15,0.25,5.485,1,1176,"H15_V0.25_L5.485_F1",84.6329,29.1193,48.1056,13.8031666666667,12.5545666666667,1.2486,1491.79443333333,82.1535333333333,68.7852333333333
"277",15,0.25,5.485,1.05,1176,"H15_V0.25_L5.485_F1.05",90.9183,30.4642666666667,47.2755333333333,14.2958333333333,13.0472333333333,1.2486,1546.20513333333,85.1272333333333,73.4447
"278",15,0.25,5.485,1.15,1176,"H15_V0.25_L5.485_F1.15",106.145066666667,33.6627666666667,45.5149,15.4231333333333,14.1745333333333,1.2486,1665.50013333333,92.0487666666667,85.3844666666667
"279",15,0.25,5.485,1.25,1176,"H15_V0.25_L5.485_F1.25",123.173433333333,37.2285333333333,43.7141,16.5794,15.3307666666667,1.2486,1786.15966666667,99.3095666666667,99.4061666666667
"280",15,0.25,5.485,1.35,1176,"H15_V0.25_L5.485_F1.35",139.968466666667,40.7557666666667,42.1315,17.6429,16.3942666666667,1.2486,1896.6941,106.1347,113.7557
"281",15,0.25,5.485,1.5,1176,"H15_V0.25_L5.485_F1.5",155.846566666667,44.1262,40.9931,18.6024333333333,17.3538333333333,1.2486,1982.21643333333,112.4089,128.4648
"282",15,0.25,5.485,1.6,1176,"H15_V0.25_L5.485_F1.6",159.712066666667,44.9681333333333,40.8249666666667,18.8170333333333,17.5684333333333,1.2486,1999.61673333333,113.8514,132.301633333333
"283",15,0.25,5.485,1.75,1176,"H15_V0.25_L5.485_F1.75",160.6852,45.1943666666667,40.7266333333333,18.8661,17.6175,1.2486,2006.0831,114.1874,133.156966666667
"284",15,0.25,5.485,1.85,1176,"H15_V0.25_L5.485_F1.85",160.784066666667,45.2198666666667,40.7106666666667,18.8706333333333,17.6220333333333,1.2486,2006.99406666667,114.219333333333,133.232266666667
"285",15,0.25,5.485,1.99,1176,"H15_V0.25_L5.485_F1.99",160.7927,45.2003333333333,40.7492333333333,18.8709333333333,17.6223333333333,1.2486,2005.9027,114.221233333333,133.2871
"286",15,0.5,0.466,0.01,105,"H15_V0.5_L0.466_F0.01",120.7827,34.7696333333333,44.8907,16.7363,15.4876666666667,1.2486,2129.06243333333,13.2146333333333,79.2085333333333
"287",15,0.5,0.466,0.15,105,"H15_V0.5_L0.466_F0.15",129.886266666667,36.6151,44.6136,17.2767666666667,16.0281666666667,1.2486,2202.63593333333,13.6392333333333,86.6801
"288",15,0.5,0.466,0.25,105,"H15_V0.5_L0.466_F0.25",137.111933333333,38.0670333333333,44.2238333333333,17.6844333333333,16.4357666666667,1.2486,2258.1712,13.9585,92.6128333333333
"289",15,0.5,0.466,0.4,105,"H15_V0.5_L0.466_F0.4",144.530633333333,39.5961,43.7841666666667,18.1172,16.8685666666667,1.2486,2314.06816666667,14.2984,98.7803
"290",15,0.5,0.466,0.5,105,"H15_V0.5_L0.466_F0.5",146.7625,40.0387666666667,43.8048,18.2365666666667,16.9879333333333,1.2486,2330.09086666667,14.3930666666667,100.746966666667
"291",15,0.5,0.466,0.65,105,"H15_V0.5_L0.466_F0.65",148.687966666667,40.4424333333333,43.5893666666667,18.3181,17.0695,1.2486,2343.83063333333,14.4579333333333,102.326566666667
"292",15,0.5,0.466,0.75,105,"H15_V0.5_L0.466_F0.75",149.847466666667,40.6981333333333,43.3952333333333,18.3711333333333,17.1225333333333,1.2486,2352.754,14.5,103.224566666667
"293",15,0.5,0.466,0.85,105,"H15_V0.5_L0.466_F0.85",151.048833333333,40.9973666666667,43.2663333333333,18.4272333333333,17.1786,1.2486,2362.22566666667,14.5452666666667,104.240533333333
"294",15,0.5,0.466,0.95,105,"H15_V0.5_L0.466_F0.95",152.2564,41.2922333333333,43.0178333333333,18.4736666666667,17.2250666666667,1.2486,2370.9726,14.5825,105.210866666667
"295",15,0.5,0.466,1,105,"H15_V0.5_L0.466_F1",152.8157,41.4203666666667,42.9266,18.4969666666667,17.2483333333333,1.2486,2375.2259,14.6011,105.6551
"296",15,0.5,0.466,1.05,105,"H15_V0.5_L0.466_F1.05",153.372966666667,41.5464666666667,42.8361,18.5233,17.2747,1.2486,2379.52016666667,14.6218666666667,106.093766666667
"297",15,0.5,0.466,1.15,105,"H15_V0.5_L0.466_F1.15",154.512366666667,41.7764333333333,42.6420666666667,18.5776666666667,17.3290333333333,1.2486,2387.70793333333,14.6646333333333,106.971333333333
"298",15,0.5,0.466,1.25,105,"H15_V0.5_L0.466_F1.25",155.726666666667,42.0251,42.4470333333333,18.6344333333333,17.3858,1.2486,2396.1562,14.7095,107.931466666667
"299",15,0.5,0.466,1.35,105,"H15_V0.5_L0.466_F1.35",156.5954,42.2037,42.2803666666667,18.6740333333333,17.4254333333333,1.2486,2402.26773333333,14.7408666666667,108.5993
"300",15,0.5,0.466,1.5,105,"H15_V0.5_L0.466_F1.5",157.997366666667,42.4955,42.1738666666667,18.7358333333333,17.4872,1.2486,2412.41266666667,14.7897666666667,109.7725
"301",15,0.5,0.466,1.6,105,"H15_V0.5_L0.466_F1.6",159.262033333333,42.7745666666667,42.1225333333333,18.7885333333333,17.5399333333333,1.2486,2421.12956666667,14.8314333333333,110.901866666667
"302",15,0.5,0.466,1.75,105,"H15_V0.5_L0.466_F1.75",160.914266666667,43.1113666666667,42.0137666666667,18.8643666666667,17.6157666666667,1.2486,2432.5694,14.8911,112.308266666667
"303",15,0.5,0.466,1.85,105,"H15_V0.5_L0.466_F1.85",161.590766666667,43.2525,41.9837333333333,18.897,17.6484,1.2486,2437.21933333333,14.9168,112.899633333333
"304",15,0.5,0.466,1.99,105,"H15_V0.5_L0.466_F1.99",161.941333333333,43.3280333333333,41.9603,18.9138666666667,17.6652666666667,1.2486,2439.46206666667,14.9301,113.212033333333
"305",15,0.5,1.488,0.01,313,"H15_V0.5_L1.488_F0.01",88.0807,28.3487333333333,49.3252666666667,14.353,13.1043666666667,1.2486,1631.24346666667,35.9929,65.3477
"306",15,0.5,1.488,0.15,313,"H15_V0.5_L1.488_F0.15",94.0499666666667,29.5513,48.9741333333333,14.8532666666667,13.6046,1.2486,1683.0579,37.2330333333333,69.9601666666667
"307",15,0.5,1.488,0.25,313,"H15_V0.5_L1.488_F0.25",97.5798666666667,30.2926666666667,48.4483,15.1779333333333,13.9293333333333,1.2486,1709.30743333333,38.0345333333333,72.7161666666667
"308",15,0.5,1.488,0.4,313,"H15_V0.5_L1.488_F0.4",100.0343,30.7806666666667,48.3993333333333,15.3987,14.1501,1.2486,1725.47896666667,38.5812333333333,74.8926
"309",15,0.5,1.488,0.5,313,"H15_V0.5_L1.488_F0.5",101.885533333333,31.1765666666667,48.0498333333333,15.4846,14.236,1.2486,1739.95856666667,38.8029666666667,76.2729333333333
"310",15,0.5,1.488,0.65,313,"H15_V0.5_L1.488_F0.65",106.980866666667,32.2032333333333,47.3197,15.7670333333333,14.5183666666667,1.2486,1784.3435,39.5253333333333,79.9303666666667
"311",15,0.5,1.488,0.75,313,"H15_V0.5_L1.488_F0.75",112.855133333333,33.4013,46.0739333333333,16.1579666666667,14.9093333333333,1.2486,1830.20283333333,40.5126,84.1384666666667
"312",15,0.5,1.488,0.85,313,"H15_V0.5_L1.488_F0.85",119.030033333333,34.7113666666667,45.6620666666667,16.5766666666667,15.3280666666667,1.2486,1877.58603333333,41.5747666666667,89.2500666666667
"313",15,0.5,1.488,0.95,313,"H15_V0.5_L1.488_F0.95",124.142,35.7779,44.6854666666667,16.9216,15.673,1.2486,1915.7269,42.4422333333333,93.0937333333333
"314",15,0.5,1.488,1,313,"H15_V0.5_L1.488_F1",126.772833333333,36.3337,44.4829666666667,17.0957666666667,15.8471333333333,1.2486,1935.36366666667,42.8824666666667,95.2777333333333
"315",15,0.5,1.488,1.05,313,"H15_V0.5_L1.488_F1.05",128.985566666667,36.8041,44.1569,17.2388333333333,15.9901666666667,1.2486,1951.70703333333,43.2445666666667,97.0251666666667
"316",15,0.5,1.488,1.15,313,"H15_V0.5_L1.488_F1.15",132.652433333333,37.6111333333333,43.7440333333333,17.4686666666667,16.2200666666667,1.2486,1977.0269,43.8294,100.1204
"317",15,0.5,1.488,1.25,313,"H15_V0.5_L1.488_F1.25",136.401766666667,38.4258666666667,43.3468666666667,17.6657666666667,16.4171666666667,1.2486,2001.92376666667,44.3443,103.332466666667
"318",15,0.5,1.488,1.35,313,"H15_V0.5_L1.488_F1.35",140.631333333333,39.3345,42.9257666666667,17.8608666666667,16.6122666666667,1.2486,2030.35126666667,44.8622666666667,106.946833333333
"319",15,0.5,1.488,1.5,313,"H15_V0.5_L1.488_F1.5",148.4249,40.9294,42.2516333333333,18.2302666666667,16.9816666666667,1.2486,2081.59123333333,45.8409,113.6108
"320",15,0.5,1.488,1.6,313,"H15_V0.5_L1.488_F1.6",153.471566666667,41.9559333333333,41.886,18.4899,17.2413,1.2486,2111.64806666667,46.5227666666667,118.1012
"321",15,0.5,1.488,1.75,313,"H15_V0.5_L1.488_F1.75",157.774133333333,42.8603,41.5219666666667,18.7169666666667,17.4683666666667,1.2486,2133.28366666667,47.1129666666667,122.113533333333
"322",15,0.5,1.488,1.85,313,"H15_V0.5_L1.488_F1.85",158.499533333333,43.0346333333333,41.5136666666667,18.7503,17.5017,1.2486,2136.9896,47.1974333333333,122.851866666667
"323",15,0.5,1.488,1.99,313,"H15_V0.5_L1.488_F1.99",159.199466666667,43.1901,41.3743666666667,18.7764333333333,17.5278,1.2486,2142.1259,47.2639666666667,123.393566666667
"324",15,0.5,2.916,0.01,613,"H15_V0.5_L2.916_F0.01",59.5284666666667,22.5684333333333,54.6543666666667,11.4185333333333,10.1699,1.2486,1163.29703333333,55.9671666666667,55.5722
"325",15,0.5,2.916,0.15,613,"H15_V0.5_L2.916_F0.15",62.6003,23.2269,54.0516333333333,11.7769666666667,10.5283666666667,1.2486,1197.06186666667,57.6893333333333,57.3859666666667
"326",15,0.5,2.916,0.25,613,"H15_V0.5_L2.916_F0.25",65.5053666666667,23.9102,53.0584,12.1019666666667,10.8533333333333,1.2486,1218.80463333333,59.2017333333333,59.3538
"327",15,0.5,2.916,0.4,613,"H15_V0.5_L2.916_F0.4",71.4657666666667,25.2716333333333,51.6705333333333,12.6875333333333,11.4389333333333,1.2486,1275.77496666667,61.9484666666667,63.2381
"328",15,0.5,2.916,0.5,613,"H15_V0.5_L2.916_F0.5",76.0446,26.3264333333333,50.7781,13.1442333333333,11.8956333333333,1.2486,1318.39276666667,64.1112666666667,66.41
"329",15,0.5,2.916,0.65,613,"H15_V0.5_L2.916_F0.65",84.2271333333333,28.1229333333333,49.5572,13.9332,12.6846,1.2486,1385.9749,67.8914666666667,72.6063
"330",15,0.5,2.916,0.75,613,"H15_V0.5_L2.916_F0.75",89.8229,29.2926,49.5704,14.4386,13.19,1.2486,1430.34196666667,70.3706666666667,77.4059666666667
"331",15,0.5,2.916,0.85,613,"H15_V0.5_L2.916_F0.85",95.3288666666667,30.5063666666667,48.4723666666667,14.8985,13.6499,1.2486,1469.99756666667,72.6210333333333,81.6568
"332",15,0.5,2.916,0.95,613,"H15_V0.5_L2.916_F0.95",101.435166666667,31.8395,47.3447,15.3853,14.1367,1.2486,1509.11613333333,74.9982,86.6243333333333
"333",15,0.5,2.916,1,613,"H15_V0.5_L2.916_F1",104.408333333333,32.4619666666667,47.2203,15.5907333333333,14.3420666666667,1.2486,1528.01,76.0303666666667,89.3011333333333
"334",15,0.5,2.916,1.05,613,"H15_V0.5_L2.916_F1.05",107.643266666667,33.1146333333333,47.0915333333333,15.8196333333333,14.5710333333333,1.2486,1546.94666666667,77.1783333333333,92.2504666666667
"335",15,0.5,2.916,1.15,613,"H15_V0.5_L2.916_F1.15",114.091566666667,34.4554,46.6179,16.2547333333333,15.0061333333333,1.2486,1585.46416666667,79.3782666666667,98.0089
"336",15,0.5,2.916,1.25,613,"H15_V0.5_L2.916_F1.25",120.006333333333,35.6901,46.1644666666667,16.6463,15.3976666666667,1.2486,1621.87093333333,81.3728,103.2382
"337",15,0.5,2.916,1.35,613,"H15_V0.5_L2.916_F1.35",125.994933333333,36.9327666666667,45.7042666666667,17.0343,15.7857,1.2486,1656.36053333333,83.3688,108.629166666667
"338",15,0.5,2.916,1.5,613,"H15_V0.5_L2.916_F1.5",135.1901,38.8788333333333,44.9085333333333,17.5641333333333,16.3155333333333,1.2486,1710.23476666667,86.1669333333333,116.864066666667
"339",15,0.5,2.916,1.6,613,"H15_V0.5_L2.916_F1.6",141.3512,40.1675333333333,44.2181666666667,17.8943333333333,16.6457333333333,1.2486,1744.5974,87.9345333333333,122.336166666667
"340",15,0.5,2.916,1.75,613,"H15_V0.5_L2.916_F1.75",149.422666666667,41.8720333333333,43.2801333333333,18.3144,17.0658,1.2486,1785.43393333333,90.1975333333333,129.6905
"341",15,0.5,2.916,1.85,613,"H15_V0.5_L2.916_F1.85",153.522,42.7170333333333,42.8826666666667,18.5165666666667,17.2679666666667,1.2486,1805.2912,91.2969666666667,133.487166666667
"342",15,0.5,2.916,1.99,613,"H15_V0.5_L2.916_F1.99",157.367366666667,43.5468666666667,42.6293,18.7033,17.4546333333333,1.2486,1822.53793333333,92.3212333333333,137.240533333333
"343",15,0.5,4.402,0.01,925,"H15_V0.5_L4.402_F0.01",49.1221333333333,20.2742333333333,56.3308333333333,10.0583,8.8097,1.2486,1110.93213333333,60.4105333333333,46.3599333333333
"344",15,0.5,4.402,0.15,925,"H15_V0.5_L4.402_F0.15",52.3860333333333,21.1287666666667,55.2407666666667,10.5494333333333,9.30083333333333,1.2486,1147.1343,63.1258,48.1703
"345",15,0.5,4.402,0.25,925,"H15_V0.5_L4.402_F0.25",54.6188,21.6163333333333,55.0411,10.8592,9.61053333333333,1.2486,1167.7931,64.8563333333333,49.8262666666667
"346",15,0.5,4.402,0.4,925,"H15_V0.5_L4.402_F0.4",56.9251666666667,22.3062666666667,53.889,11.114,9.8654,1.2486,1186.94466666667,66.2739,51.2816333333333
"347",15,0.5,4.402,0.5,925,"H15_V0.5_L4.402_F0.5",59.5044666666667,22.8434666666667,53.7055666666667,11.3661333333333,10.1175333333333,1.2486,1220.86516666667,67.7703,52.7577333333333
"348",15,0.5,4.402,0.65,925,"H15_V0.5_L4.402_F0.65",65.2056,24.1875,52.2338666666667,12.0295666666667,10.7809333333333,1.2486,1286.83523333333,71.6414,55.9206333333333
"349",15,0.5,4.402,0.75,925,"H15_V0.5_L4.402_F0.75",70.2149666666667,25.3004333333333,51.5954,12.612,11.3634,1.2486,1337.79016666667,75.0563666666667,59.3522666666667
"350",15,0.5,4.402,0.85,925,"H15_V0.5_L4.402_F0.85",76.0935333333333,26.6337,50.6407666666667,13.2147333333333,11.9661333333333,1.2486,1392.84493333333,78.6187,63.5087666666667
"351",15,0.5,4.402,0.95,925,"H15_V0.5_L4.402_F0.95",82.9429666666667,28.1642,49.4523666666667,13.8253,12.5767,1.2486,1452.95866666667,82.2551666666667,68.4565333333333
"352",15,0.5,4.402,1,925,"H15_V0.5_L4.402_F1",86.9758333333333,29.0550666666667,48.9922333333333,14.1597666666667,12.9111666666667,1.2486,1486.995,84.2730666666667,71.5822
"353",15,0.5,4.402,1.05,925,"H15_V0.5_L4.402_F1.05",91.3418,30.0192333333333,48.4946666666667,14.509,13.2603333333333,1.2486,1523.0401,86.3871333333333,74.9965333333333
"354",15,0.5,4.402,1.15,925,"H15_V0.5_L4.402_F1.15",100.452833333333,31.9843666666667,47.3198333333333,15.2082666666667,13.9596666666667,1.2486,1596.0697,90.6601333333333,82.0623
"355",15,0.5,4.402,1.25,925,"H15_V0.5_L4.402_F1.25",110.543233333333,34.1736333333333,46.1882333333333,15.9714,14.7228,1.2486,1670.48056666667,95.3446333333333,90.3123666666667
"356",15,0.5,4.402,1.35,925,"H15_V0.5_L4.402_F1.35",119.7398,36.1533,45.2197,16.6107333333333,15.3621333333333,1.2486,1734.06643333333,99.3317666666667,98.0417
"357",15,0.5,4.402,1.5,925,"H15_V0.5_L4.402_F1.5",131.914066666667,38.7555,44.0698666666667,17.3525666666667,16.1039666666667,1.2486,1814.17253333333,104.0804,108.5186
"358",15,0.5,4.402,1.6,925,"H15_V0.5_L4.402_F1.6",139.463633333333,40.3247,43.0318333333333,17.7705666666667,16.5219,1.2486,1860.45186666667,106.796133333333,114.889033333333
"359",15,0.5,4.402,1.75,925,"H15_V0.5_L4.402_F1.75",149.0773,42.3128333333333,42.1632333333333,18.2947,17.0461,1.2486,1913.2046,110.254833333333,123.564866666667
"360",15,0.5,4.402,1.85,925,"H15_V0.5_L4.402_F1.85",153.291566666667,43.2007666666667,41.8222666666667,18.5140333333333,17.2654,1.2486,1933.19273333333,111.729433333333,127.556566666667
"361",15,0.5,4.402,1.99,925,"H15_V0.5_L4.402_F1.99",156.789366666667,43.9465666666667,41.6431333333333,18.6814,17.4328,1.2486,1950.42573333333,112.889333333333,130.9219
"362",15,0.5,5.485,0.01,1176,"H15_V0.5_L5.485_F0.01",29.0496,15.5944333333333,59.1926333333333,6.84973333333333,5.60113333333333,1.2486,843.6881,42.2239333333333,35.5426666666667
"363",15,0.5,5.485,0.15,1176,"H15_V0.5_L5.485_F0.15",32.4262,16.5440333333333,58.3639333333333,7.42183333333333,6.17323333333333,1.2486,901.279566666667,45.5289,36.7715333333333
"364",15,0.5,5.485,0.25,1176,"H15_V0.5_L5.485_F0.25",36.0240666666667,17.5639666666667,57.2174,7.9958,6.74716666666667,1.2486,957.486,48.8177333333333,38.1743666666667
"365",15,0.5,5.485,0.4,1176,"H15_V0.5_L5.485_F0.4",43.2033,19.4509666666667,55.1493333333333,9.0831,7.8345,1.2486,1058.63746666667,55.0027,41.4360666666667
"366",15,0.5,5.485,0.5,1176,"H15_V0.5_L5.485_F0.5",49.3770333333333,21.0070333333333,54.0073,9.9394,8.6908,1.2486,1136.45516666667,59.8723333333333,45.0018
"367",15,0.5,5.485,0.65,1176,"H15_V0.5_L5.485_F0.65",60.6068,23.6711666666667,52.2701666666667,11.3743666666667,10.1257666666667,1.2486,1265.4963,68.0688666666667,52.0601666666667
"368",15,0.5,5.485,0.75,1176,"H15_V0.5_L5.485_F0.75",68.0583,25.429,51.0999,12.2759666666667,11.0273333333333,1.2486,1343.26296666667,73.2367666666667,57.0824666666667
"369",15,0.5,5.485,0.85,1176,"H15_V0.5_L5.485_F0.85",76.0562333333333,27.2665333333333,49.918,13.1506,11.9019666666667,1.2486,1418.10896666667,78.3037333333333,62.8407
"370",15,0.5,5.485,0.95,1176,"H15_V0.5_L5.485_F0.95",83.9233333333333,29.0169666666667,48.9056333333333,13.9024333333333,12.6538333333333,1.2486,1487.8255,82.7232,68.7093333333333
"371",15,0.5,5.485,1,1176,"H15_V0.5_L5.485_F1",87.5223333333333,29.8242666666667,48.4071,14.2255,12.9769,1.2486,1518.68546666667,84.6363333333333,71.4256666666667
"372",15,0.5,5.485,1.05,1176,"H15_V0.5_L5.485_F1.05",91.2965333333333,30.6554666666667,47.9969666666667,14.5506333333333,13.302,1.2486,1551.0136,86.5749333333333,74.3309666666667
"373",15,0.5,5.485,1.15,1176,"H15_V0.5_L5.485_F1.15",98.6560666666667,32.2603666666667,46.9108333333333,15.1359,13.8873,1.2486,1609.303,90.0970333333333,79.9906333333333
"374",15,0.5,5.485,1.25,1176,"H15_V0.5_L5.485_F1.25",106.370366666667,33.927,45.8881666666667,15.6953666666667,14.4467333333333,1.2486,1668.47093333333,93.5394,86.0695333333333
"375",15,0.5,5.485,1.35,1176,"H15_V0.5_L5.485_F1.35",113.7579,35.4875666666667,45.0804,16.1897333333333,14.9411333333333,1.2486,1726.14453333333,96.6600666666667,91.9172333333333
"376",15,0.5,5.485,1.5,1176,"H15_V0.5_L5.485_F1.5",125.3093,37.9054,43.9072333333333,16.9309666666667,15.6823333333333,1.2486,1803.31766666667,101.395566666667,101.668466666667
"377",15,0.5,5.485,1.6,1176,"H15_V0.5_L5.485_F1.6",132.726666666667,39.4196666666667,42.8088666666667,17.3542,16.1056,1.2486,1849.84226666667,104.1441,107.784033333333
"378",15,0.5,5.485,1.75,1176,"H15_V0.5_L5.485_F1.75",144.631166666667,41.8727,41.7505666666667,18.0101333333333,16.7615,1.2486,1925.21143333333,108.4575,118.070266666667
"379",15,0.5,5.485,1.85,1176,"H15_V0.5_L5.485_F1.85",151.0124,43.2009333333333,41.3832666666667,18.3684666666667,17.1198,1.2486,1959.20063333333,110.816833333333,124.021766666667
"380",15,0.5,5.485,1.99,1176,"H15_V0.5_L5.485_F1.99",155.763066666667,44.1812333333333,40.9934666666667,18.6163666666667,17.3677333333333,1.2486,1978.5604,112.4763,128.630166666667
